sentence,unfair_label,law_article,article_number
"① 을의 점포명, 운영층, 매장위치, 매장면적 및 판촉사원의 수는 [별지 2]와 같다. 여기서 제공되는 시계에 대한 정보는 해당 매장에서 확인할 수 있으며, 고객님께 최상의 품질을 보장하기 위해 노력하고 있습니다. 이러한 조건들은 시계의 품질과 고객 만족도를 높이는 데 기여할 것입니다. 최종적으로 모든 사항은 [별지 2]에 명시된 대로 이행될 예정입니다.",0,0,12
② 갑은 정당한 사유 없이 을에게 다음 각 호의 행위를 해서는 아니 된다.,0,0,12
② 갑은 정당한 사유 없이 을에게 다음 각 호의 행위를 해서는 아니 된다. 1. 을에게 제공된 시계의 수리를 임의로 지연시키는 행위.,0,0,12
② 갑은 정당한 사유 없이 을에게 다음 각 호의 행위를 해서는 아니 된다. 2. 시계의 디자인을 무단으로 변경하는 행위.,0,0,12
"③ 갑과 을이 매장 위치 또는 매장 인테리어를 변경(이하 '설비변경'이라 한다)하는 경우 다음 각 호의 내용을 준수한다. 첫째, 변경된 매장에 시계의 전시 공간을 확보해야 하며, 이를 통해 고객들이 더욱 쉽게 시계를 감상할 수 있도록 한다. 둘째, 시계와 관련된 홍보 자료를 매장 내 적절한 위치에 배치하여 소비자들에게 관련 정보를 제공합니다. 셋째, 설비변경 후 시계의 다양한 모델이 체험 가능한 공간을 마련하여 고객들의 체험을 증대시켜야 한다. 넷째, 매장의 전체적인 색상 및 디자인이 시계의 브랜드 이미지와 일관되도록 조정한다. 다섯째, 시계의 특성에 적합한 조명 설치로 제품의 매력을 극대화한다.",0,0,12
"③ 갑과 을이 매장 위치 또는 매장 인테리어를 변경(이하 '설비변경'이라 한다)하는 경우 다음 각 호의 내용을 준수한다. 첫째, 변경된 매장에 시계의 전시 공간을 확보해야 하며, 이를 통해 고객들이 더욱 쉽게 시계를 감상할 수 있도록 한다. 둘째, 시계와 관련된 홍보 자료를 매장 내 적절한 위치에 배치하여 소비자들에게 관련 정보를 제공합니다. 셋째, 설비변경 후 시계의 다양한 모델이 체험 가능한 공간을 마련하여 고객들의 체험을 증대시켜야 한다. 넷째, 매장의 전체적인 색상 및 디자인이 시계의 브랜드 이미지와 일관되도록 조정한다. 다섯째, 시계의 특성에 적합한 조명 설치로 제품의 매력을 극대화한다. 1. 매장 바닥, 조명, 벽체 등 기초시설 공사에 관한 비용은 갑이 부담한다. 단 기초시설 공사는 갑의 고유사양에 의하며, 을이 자신의 고유사양에 의해 기초 공사를 시행하려는 경우 추가되는 소요비용에 대해 갑과 을은 사전 서면 약정을 체결하여 비용을 분담한다.",0,0,12
"③ 갑과 을이 매장 위치 또는 매장 인테리어를 변경(이하 '설비변경'이라 한다)하는 경우 다음 각 호의 내용을 준수한다. 첫째, 변경된 매장에 시계의 전시 공간을 확보해야 하며, 이를 통해 고객들이 더욱 쉽게 시계를 감상할 수 있도록 한다. 둘째, 시계와 관련된 홍보 자료를 매장 내 적절한 위치에 배치하여 소비자들에게 관련 정보를 제공합니다. 셋째, 설비변경 후 시계의 다양한 모델이 체험 가능한 공간을 마련하여 고객들의 체험을 증대시켜야 한다. 넷째, 매장의 전체적인 색상 및 디자인이 시계의 브랜드 이미지와 일관되도록 조정한다. 다섯째, 시계의 특성에 적합한 조명 설치로 제품의 매력을 극대화한다. 2. MD개편, 매장 리뉴얼 등 갑의 사유로 설비 변경하는 경우 이에 소요되는 비용은 갑이 부담한다. 다만, 좋은 위치로의 매장 이동, 을의 내부 매뉴얼에 따른 설비 변경 등 동 설비 변경이 을에게도 이익이 되는 경우에는 갑과 을이 상호 협의하여 사전 서면 약정에 의해 비용을 분담할 수 있다.(기초시설 공사비용은 제1호에 의한다.)",0,0,12
"③ 갑과 을이 매장 위치 또는 매장 인테리어를 변경(이하 '설비변경'이라 한다)하는 경우 다음 각 호의 내용을 준수한다. 첫째, 변경된 매장에 시계의 전시 공간을 확보해야 하며, 이를 통해 고객들이 더욱 쉽게 시계를 감상할 수 있도록 한다. 둘째, 시계와 관련된 홍보 자료를 매장 내 적절한 위치에 배치하여 소비자들에게 관련 정보를 제공합니다. 셋째, 설비변경 후 시계의 다양한 모델이 체험 가능한 공간을 마련하여 고객들의 체험을 증대시켜야 한다. 넷째, 매장의 전체적인 색상 및 디자인이 시계의 브랜드 이미지와 일관되도록 조정한다. 다섯째, 시계의 특성에 적합한 조명 설치로 제품의 매력을 극대화한다. 3. 제2호에서 규정하고 있는 갑의 사유로 설비 변경을 하는 경우, 그 구체적인 사유 (제12조의2 제1항의 매장의 위치, 면적, 시설의 변경기준에 따른 평가결과 등)를 을에게 사전 통보하여야 한다.",0,0,12
"③ 갑과 을이 매장 위치 또는 매장 인테리어를 변경(이하 '설비변경'이라 한다)하는 경우 다음 각 호의 내용을 준수한다. 첫째, 변경된 매장에 시계의 전시 공간을 확보해야 하며, 이를 통해 고객들이 더욱 쉽게 시계를 감상할 수 있도록 한다. 둘째, 시계와 관련된 홍보 자료를 매장 내 적절한 위치에 배치하여 소비자들에게 관련 정보를 제공합니다. 셋째, 설비변경 후 시계의 다양한 모델이 체험 가능한 공간을 마련하여 고객들의 체험을 증대시켜야 한다. 넷째, 매장의 전체적인 색상 및 디자인이 시계의 브랜드 이미지와 일관되도록 조정한다. 다섯째, 시계의 특성에 적합한 조명 설치로 제품의 매력을 극대화한다. 4. 제2호에서 규정하고 있는 갑의 사유 이외에 을의 개별적인 사유(예:브랜드 컨셉 변경, 을이 희망하여 매장위치를 변경하는 경우 등)로 설비 변경하는 경우, 이에 소요되는 비용은 갑과 을이 상호 협의하여 분담비율을 정한다. (기초시설 공사비용은 제1호에 의한다.)",0,0,12
"③ 갑과 을이 매장 위치 또는 매장 인테리어를 변경(이하 '설비변경'이라 한다)하는 경우 다음 각 호의 내용을 준수한다. 첫째, 변경된 매장에 시계의 전시 공간을 확보해야 하며, 이를 통해 고객들이 더욱 쉽게 시계를 감상할 수 있도록 한다. 둘째, 시계와 관련된 홍보 자료를 매장 내 적절한 위치에 배치하여 소비자들에게 관련 정보를 제공합니다. 셋째, 설비변경 후 시계의 다양한 모델이 체험 가능한 공간을 마련하여 고객들의 체험을 증대시켜야 한다. 넷째, 매장의 전체적인 색상 및 디자인이 시계의 브랜드 이미지와 일관되도록 조정한다. 다섯째, 시계의 특성에 적합한 조명 설치로 제품의 매력을 극대화한다. 5. 제4호에서 규정한 을의 사유로 인한 설비변경을 실시하는 경우 타 입점업체의 영업활동에 방해가 발생하지 않도록 공사 일정 등에 대해 을은 갑과 사전 협의한다.",0,0,12
