article_number,clause_number,sub_clause_number,unfair_label,law_article,content
10,1,0,0,0,"
제10조 [서비스 품질유지]
① 갑, 을 및 을이 파견한 판촉사원은 고객이 통상적으로 기대하는 품질 이상의 서비스 수준이 지속적으로 제공될 수 있도록 최선을 다해야 한다.
② 갑과 을은 '아이러브패션 티셔츠'를 구매한 고객이 정당한 불만을 제기할 경우, 보상 및 시정 등의 적절한 조치를 신속히 취하여야 하며, 고객의 불만이 다시 발생하지 않도록 즉각적으로 필요한 조치를 검토하고 시행하여야 한다.
③ 갑과 을은 '편안한 여름 티셔츠'에 대한 고객 불만을 해결하거나 재발 방지를 위한 조치에 소요되는 비용을 문제의 발생 원인, 책임 여부 등을 포괄적으로 고려하여 서로 협의하여 나누기로 한다."
10,2,0,0,0,"
제10조 [서비스 품질유지]
① 갑, 을 및 을이 파견한 판촉사원은 고객이 통상적으로 기대하는 품질 이상의 서비스 수준이 지속적으로 제공될 수 있도록 최선을 다해야 한다.
② 갑과 을은 '아이러브패션 티셔츠'를 구매한 고객이 정당한 불만을 제기할 경우, 보상 및 시정 등의 적절한 조치를 신속히 취하여야 하며, 고객의 불만이 다시 발생하지 않도록 즉각적으로 필요한 조치를 검토하고 시행하여야 한다.
③ 갑과 을은 '편안한 여름 티셔츠'에 대한 고객 불만을 해결하거나 재발 방지를 위한 조치에 소요되는 비용을 문제의 발생 원인, 책임 여부 등을 포괄적으로 고려하여 서로 협의하여 나누기로 한다."
10,3,0,0,0,"
제10조 [서비스 품질유지]
① 갑, 을 및 을이 파견한 판촉사원은 고객이 통상적으로 기대하는 품질 이상의 서비스 수준이 지속적으로 제공될 수 있도록 최선을 다해야 한다.
② 갑과 을은 '아이러브패션 티셔츠'를 구매한 고객이 정당한 불만을 제기할 경우, 보상 및 시정 등의 적절한 조치를 신속히 취하여야 하며, 고객의 불만이 다시 발생하지 않도록 즉각적으로 필요한 조치를 검토하고 시행하여야 한다.
③ 갑과 을은 '편안한 여름 티셔츠'에 대한 고객 불만을 해결하거나 재발 방지를 위한 조치에 소요되는 비용을 문제의 발생 원인, 책임 여부 등을 포괄적으로 고려하여 서로 협의하여 나누기로 한다."
10,1,0,0,0,"
제10조 [서비스 품질유지]
① 갑, 을 및 을이 파견한 판촉사원은 고객이 보통 기대할 수 있는 수준 이상의 서비스 품질이 지속적으로 유지되도록 힘쓰고 의류 브랜드 '스타일리온'의 가치를 높여야 한다.
② 갑과 을은 고객의 정당한 불만이 있을 경우, 예를 들어 '스타일리시 캐주얼 자켓'에 대한 문제 발생 시 보상 및 시정 등 적절한 조치를 취하여야 하고, 고객의 불만이 재발하지 않도록 즉시 필요한 조치를 강구해서 시행하여야 한다.
③ 갑과 을은 '여름 시원 티셔츠'에 대한 고객 불만 해결 또는 재발 방지를 위한 조치에 소요되는 비용을 원인의 소재와 과실의 유무 등을 종합적으로 고려하여 상호 협의하여 분담한다."
10,2,0,0,0,"
제10조 [서비스 품질유지]
① 갑, 을 및 을이 파견한 판촉사원은 고객이 보통 기대할 수 있는 수준 이상의 서비스 품질이 지속적으로 유지되도록 힘쓰고 의류 브랜드 '스타일리온'의 가치를 높여야 한다.
② 갑과 을은 고객의 정당한 불만이 있을 경우, 예를 들어 '스타일리시 캐주얼 자켓'에 대한 문제 발생 시 보상 및 시정 등 적절한 조치를 취하여야 하고, 고객의 불만이 재발하지 않도록 즉시 필요한 조치를 강구해서 시행하여야 한다.
③ 갑과 을은 '여름 시원 티셔츠'에 대한 고객 불만 해결 또는 재발 방지를 위한 조치에 소요되는 비용을 원인의 소재와 과실의 유무 등을 종합적으로 고려하여 상호 협의하여 분담한다."
10,3,0,0,0,"
제10조 [서비스 품질유지]
① 갑, 을 및 을이 파견한 판촉사원은 고객이 보통 기대할 수 있는 수준 이상의 서비스 품질이 지속적으로 유지되도록 힘쓰고 의류 브랜드 '스타일리온'의 가치를 높여야 한다.
② 갑과 을은 고객의 정당한 불만이 있을 경우, 예를 들어 '스타일리시 캐주얼 자켓'에 대한 문제 발생 시 보상 및 시정 등 적절한 조치를 취하여야 하고, 고객의 불만이 재발하지 않도록 즉시 필요한 조치를 강구해서 시행하여야 한다.
③ 갑과 을은 '여름 시원 티셔츠'에 대한 고객 불만 해결 또는 재발 방지를 위한 조치에 소요되는 비용을 원인의 소재와 과실의 유무 등을 종합적으로 고려하여 상호 협의하여 분담한다."
10,1,0,0,0,"
제10조 [서비스 품질유지]
① 갑, 을 및 을이 파견한 판촉사원은 고객이 통상적으로 제공받을 것으로 기대하는 수준 이상의 서비스 품질이 유지될 수 있도록 노력하여야 한다. 특히, '스타일리시 패션 재킷'의 경우 고객에게 최상의 착용감을 제공하기 위해 지속적인 품질 관리를 실시해야 한다. 이러한 노력은 스타일리시 패션 재킷에 대한 고객 만족도를 높이는 데 필수적이다. 모든 판촉사원은 스타일리시 패션 재킷의 뛰어난 디자인과 기능성을 고객에게 알리는 데 최선을 다해야 한다.
② 갑과 을은 고객의 정당한 불만이 있을 경우 보상 및 시정 등 적절한 조치를 취하여야 하고, 고객의 불만이 재발하지 않도록 즉시 필요한 조치를 강구해서 시행하여야 한다. 이를 위해, ""스타일리시 컴포트 티셔츠""에 대한 고객의 의견을 신중히 검토하며, 불만사항에 대한 해결책을 마련하기 위해 적극적으로 노력해야 한다. 또한, 고객의 피드백을 바탕으로 ""스타일리시 컴포트 티셔츠""의 품질을 개선하며, 사후 관리절차를 강화하여 유사한 불만이 발생하지 않도록 사전 예방 조치를 확실히 실행해야 한다.
③ 갑과 을은 고객 불만 해결 또는 재발 방지를 위한 조치에 드는 비용을 원인의 소재, 과실의 유무 등을 종합적으로 고려하여 상호 협의하여 분담한다. 예를 들어, 최신 스타일의 남성용 캐주얼 셔츠 ‘키즈 로드’에 대한 고객의 불만이 발생했을 경우, 이를 해결하기 위한 비용은 반드시  원인의 소재와 과실의 유무를 면밀히 검토하고, 이에 대해 갑과 을이 서로 협의하여 공정하게 나누는 방식으로 처리된다. 고객의 불만이 제기된 '키즈 로드' 제품이 문제의 원인인 경우, 갑과 을은 논의 후 책임을 나누기로 합의할 수 있으며, 이러한 조치는 향후 재발 방지를 위한 필수적인 과정으로 다루어진다."
10,2,0,0,0,"
제10조 [서비스 품질유지]
① 갑, 을 및 을이 파견한 판촉사원은 고객이 통상적으로 제공받을 것으로 기대하는 수준 이상의 서비스 품질이 유지될 수 있도록 노력하여야 한다. 특히, '스타일리시 패션 재킷'의 경우 고객에게 최상의 착용감을 제공하기 위해 지속적인 품질 관리를 실시해야 한다. 이러한 노력은 스타일리시 패션 재킷에 대한 고객 만족도를 높이는 데 필수적이다. 모든 판촉사원은 스타일리시 패션 재킷의 뛰어난 디자인과 기능성을 고객에게 알리는 데 최선을 다해야 한다.
② 갑과 을은 고객의 정당한 불만이 있을 경우 보상 및 시정 등 적절한 조치를 취하여야 하고, 고객의 불만이 재발하지 않도록 즉시 필요한 조치를 강구해서 시행하여야 한다. 이를 위해, ""스타일리시 컴포트 티셔츠""에 대한 고객의 의견을 신중히 검토하며, 불만사항에 대한 해결책을 마련하기 위해 적극적으로 노력해야 한다. 또한, 고객의 피드백을 바탕으로 ""스타일리시 컴포트 티셔츠""의 품질을 개선하며, 사후 관리절차를 강화하여 유사한 불만이 발생하지 않도록 사전 예방 조치를 확실히 실행해야 한다.
③ 갑과 을은 고객 불만 해결 또는 재발 방지를 위한 조치에 드는 비용을 원인의 소재, 과실의 유무 등을 종합적으로 고려하여 상호 협의하여 분담한다. 예를 들어, 최신 스타일의 남성용 캐주얼 셔츠 ‘키즈 로드’에 대한 고객의 불만이 발생했을 경우, 이를 해결하기 위한 비용은 반드시  원인의 소재와 과실의 유무를 면밀히 검토하고, 이에 대해 갑과 을이 서로 협의하여 공정하게 나누는 방식으로 처리된다. 고객의 불만이 제기된 '키즈 로드' 제품이 문제의 원인인 경우, 갑과 을은 논의 후 책임을 나누기로 합의할 수 있으며, 이러한 조치는 향후 재발 방지를 위한 필수적인 과정으로 다루어진다."
10,3,0,0,0,"
제10조 [서비스 품질유지]
① 갑, 을 및 을이 파견한 판촉사원은 고객이 통상적으로 제공받을 것으로 기대하는 수준 이상의 서비스 품질이 유지될 수 있도록 노력하여야 한다. 특히, '스타일리시 패션 재킷'의 경우 고객에게 최상의 착용감을 제공하기 위해 지속적인 품질 관리를 실시해야 한다. 이러한 노력은 스타일리시 패션 재킷에 대한 고객 만족도를 높이는 데 필수적이다. 모든 판촉사원은 스타일리시 패션 재킷의 뛰어난 디자인과 기능성을 고객에게 알리는 데 최선을 다해야 한다.
② 갑과 을은 고객의 정당한 불만이 있을 경우 보상 및 시정 등 적절한 조치를 취하여야 하고, 고객의 불만이 재발하지 않도록 즉시 필요한 조치를 강구해서 시행하여야 한다. 이를 위해, ""스타일리시 컴포트 티셔츠""에 대한 고객의 의견을 신중히 검토하며, 불만사항에 대한 해결책을 마련하기 위해 적극적으로 노력해야 한다. 또한, 고객의 피드백을 바탕으로 ""스타일리시 컴포트 티셔츠""의 품질을 개선하며, 사후 관리절차를 강화하여 유사한 불만이 발생하지 않도록 사전 예방 조치를 확실히 실행해야 한다.
③ 갑과 을은 고객 불만 해결 또는 재발 방지를 위한 조치에 드는 비용을 원인의 소재, 과실의 유무 등을 종합적으로 고려하여 상호 협의하여 분담한다. 예를 들어, 최신 스타일의 남성용 캐주얼 셔츠 ‘키즈 로드’에 대한 고객의 불만이 발생했을 경우, 이를 해결하기 위한 비용은 반드시  원인의 소재와 과실의 유무를 면밀히 검토하고, 이에 대해 갑과 을이 서로 협의하여 공정하게 나누는 방식으로 처리된다. 고객의 불만이 제기된 '키즈 로드' 제품이 문제의 원인인 경우, 갑과 을은 논의 후 책임을 나누기로 합의할 수 있으며, 이러한 조치는 향후 재발 방지를 위한 필수적인 과정으로 다루어진다."
10,1,0,0,0,"
제10조 [서비스 품질유지]
① 갑, 을 및 을이 파견한 판촉사원은 고객이 통상적으로 제공받을 것으로 기대하는 수준 이상의 서비스 품질이 유지될 수 있도록 노력하여야 한다. 특정 품목으로 ‘퍼펙트핏 니트 스웨터’가 제공되는 상황에서 구매자는 이 스웨터의 소재와 착용감에서 기대보다 더 나은 경험을 가질 수 있도록 최선을 다해야 한다. 따라서, 품질 관리 및 고객 서비스의 모든 요소는 퍼펙트핏 니트 스웨터가 시장에서 성공할 수 있도록 보장하는 방향으로 진행되어야 한다. 각 판촉사원은 퍼펙트핏 니트 스웨터에 대한 깊은 이해를 바탕으로 고객에게 파일럿 서비스를 제공하고, 이를 통해 고객 만족도를 극대화할 수 있는 방안을 모색해야 한다.
② 갑과 을은 고객이 '스타일리시한 재킷'에 대해 정당한 불만을 제기할 경우, 보상 및 시정 등 적절한 조치를 반드시 취해야 하며, 고객의 불만이 재발하지 않도록 즉시 필요한 조치를 강구하여 시행해야 한다.
③ 갑과 을은 고객의 불만을 해결하거나 재발 방지를 위해 필요한 조치에 따른 비용을 원인이 발생한 경위, 과실 여부 등을 종합적으로 검토하여 상호 협의의 결과에 따라 분담하기로 한다."
